LA 2111 	N	L	LAN 	LA  	LAN                           	19/04/2011	19:40	     	JUL 	JULIACA                       	AQP 	AREQUIPA                      	     	  -  	                    	     	0
IB 6650 	I	S	IBE 	IB  	IBERIA                        	19/04/2011	19:45	     	MAD 	MADRID                        	    	                              	     	  -  	                    	     	P
LP 5100 	I	S	LPE 	LP  	LAN                           	19/04/2011	19:45	     	MAD 	MADRID                        	    	                              	     	  -  	                    	     	S
BA 7233 	I	S	BAW 	BA  	BRITISH AIRWAYS               	19/04/2011	19:45	     	MAD 	MADRID                        	    	                              	     	  -  	                    	     	S
LA 2304 	N	S	LAN 	LA  	LAN                           	19/04/2011	19:45	     	PIU 	PIURA                         	    	                              	     	  -  	                    	     	0
LA 2107 	N	S	LAN 	LA  	LAN                           	19/04/2011	19:55	     	AQP 	AREQUIPA                      	    	                              	     	  -  	                    	     	0
LA 2584 	I	S	LAN 	LA  	LAN                           	19/04/2011	19:55	     	BOG 	BOGOTA                        	    	                              	     	  -  	                    	     	
LA 2278 	N	S	LAN 	LA  	LAN                           	19/04/2011	20:00	     	CIX 	CHICLAYO                      	    	                              	     	  -  	                    	     	0
LA 2309 	N	L	LAN 	LA  	LAN                           	19/04/2011	20:00	     	PIU 	PIURA                         	    	                              	     	  -  	                    	     	0
KL 744  	I	S	KLM 	KL  	K.L.M.                        	19/04/2011	20:05	     	AMS 	AMSTERDAM                     	    	                              	     	  -  	                    	     	P
AF 8432 	I	S	AFR 	AF  	AIR FRANCE                    	19/04/2011	20:05	     	AMS 	AMSTERDAM                     	    	                              	     	  -  	                    	     	S
LA 2356 	N	S	LAN 	LA  	LAN                           	19/04/2011	20:15	     	PCL 	PUCALLPA                      	    	                              	     	  -  	                    	     	0
LR 625  	I	L	LRC 	LR  	LACSA                         	19/04/2011	20:25	     	SJO 	SAN JOSE                      	    	                              	     	  -  	                    	     	0
TA 417  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:25	     	SAL 	SAN SALVAD                    	    	                              	     	  -  	                    	     	0
LA 2635 	I	S	LAN 	LA  	LAN                           	19/04/2011	20:25	     	SCL 	SANTIAGO                      	    	                              	     	  -  	                    	     	0
TA 139  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:30	     	CLO 	CALI                          	GYE 	GUAYAQUIL                     	     	  -  	                    	     	0
TA 106  	N	L	TPU 	TA  	TACA                          	19/04/2011	20:30	     	TPP 	TARAPOTO                      	    	                              	     	  -  	                    	     	0
TA 054  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:35	     	SCL 	SANTIAGO                      	    	                              	     	  -  	                    	     	0
LA 2204 	N	S	LAN 	LA  	LAN                           	19/04/2011	20:35	     	TRU 	TRUJILLO                      	    	                              	     	  -  	                    	     	0
TA 004  	N	L	TPU 	TA  	TACA                          	19/04/2011	20:40	     	JUL 	JULIACA                       	    	                              	     	  -  	                    	     	0
TA 017  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:45	     	MEX 	MEXICO                        	    	                              	     	  -  	                    	     	0
TA 024  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:50	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	0
TA 135  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:53	     	    	MEDELLIN                      	UIO 	QUITO                         	     	  -  	                    	     	0
TA 035  	I	L	TPU 	TA  	TACA                          	19/04/2011	20:55	     	CCS 	CARACAS                       	    	                              	     	  -  	                    	     	P
TA 031  	I	L	TPU 	TA  	TACA                          	19/04/2011	21:00	     	MIA 	MIAMI                         	    	                              	     	  -  	                    	     	0
TA 029  	I	L	TPU 	TA  	TACA                          	19/04/2011	21:05	     	    	SAO PAULO                     	    	                              	     	  -  	                    	     	0
AA 917  	I	L	AAL 	AA  	AMERICAN AIRLINES             	19/04/2011	21:10	     	MIA 	MIAMI                         	    	                              	     	  -  	                    	     	0
CO 1874 	I	L	COA 	CO  	CONTINENTAL AIRLINES          	19/04/2011	21:10	     	EWR 	NEWARK                        	    	                              	     	  -  	                    	     	P
TA 127  	I	L	TPU 	TA  	TACA                          	19/04/2011	21:13	     	GYE 	GUAYAQUIL                     	    	                              	     	  -  	                    	     	0
TA 103  	N	S	TPU 	TA  	TACA                          	19/04/2011	21:15	     	TRU 	TRUJILLO                      	    	                              	     	  -  	                    	     	0
P9 417  	N	L	PAL 	P9  	PERUVIAN AIRLINES             	19/04/2011	21:30	     	PIU 	PIURA                         	    	                              	     	  -  	                    	     	
2I 1240 	N	L	STP 	2I  	STAR PERU                     	19/04/2011	21:35	     	AQP 	AREQUIPA                      	    	                              	     	  -  	                    	     	
LA 2442 	I	L	LAN 	LA  	LAN                           	19/04/2011	21:40	     	IGU 	F.IGUAZU                      	    	                              	     	  -  	                    	     	0
P9 123  	N	L	PAL 	P9  	PERUVIAN AIRLINES             	19/04/2011	21:40	     	IQT 	IQUITOS                       	    	                              	     	  -  	                    	     	
TA 130  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:45	     	BOG 	BOGOTA                        	    	                              	     	  -  	                    	     	P
AV 6592 	I	S	AVA 	AV  	AVIANCA                       	19/04/2011	21:45	     	BOG 	BOGOTA                        	    	                              	     	  -  	                    	     	S
TA 036  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:45	     	CCS 	CARACAS                       	    	                              	     	  -  	                    	     	0
LA 2335 	N	L	LAN 	LA  	LAN                           	19/04/2011	21:45	     	TBP 	TUMBES                        	    	                              	     	  -  	                    	     	0
TA 035  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:47	     	VVI 	SANTA CRUZ                    	LPB 	LA PAZ                        	     	  -  	                    	     	P
5L 1405 	I	S	ASU 	5L  	AEROSUR                       	19/04/2011	21:47	     	VVI 	SANTA CRUZ                    	LPB 	LA PAZ                        	     	  -  	                    	     	S
TA 041  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:50	     	MVD 	MONTEVIDEO                    	    	                              	     	  -  	                    	     	P
LA 2311 	N	L	LAN 	LA  	LAN                           	19/04/2011	21:50	     	PIU 	PIURA                         	    	                              	     	  -  	                    	     	0
TA 142  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:50	     	    	R.JANEIRO                     	    	                              	     	  -  	                    	     	0
TA 044  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:52	     	ASU 	ASUNCION                      	    	                              	     	  -  	                    	     	P
AV 6672 	I	S	AVA 	AV  	AVIANCA                       	19/04/2011	21:52	     	MVD 	MONTEVIDEO                    	ASU 	ASUNCION                      	     	  -  	                    	     	S
LA 2257 	N	L	LAN 	LA  	LAN                           	19/04/2011	21:55	     	TPP 	TARAPOTO                      	    	                              	     	  -  	                    	     	0
TA 043  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:56	     	UIO 	QUITO                         	    	                              	     	  -  	                    	     	0
TA 125  	I	S	TPU 	TA  	TACA                          	19/04/2011	21:58	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	0
2I 2213 	N	L	STP 	2I  	STAR PERU                     	19/04/2011	22:00	     	CIX 	CHICLAYO                      	TRU 	TRUJILLO                      	     	  -  	                    	     	
LA 2377 	N	L	LAN 	LA  	LAN                           	19/04/2011	22:00	     	IQT 	IQUITOS                       	    	                              	     	  -  	                    	     	0
LR 625  	I	S	LRC 	LR  	LACSA                         	19/04/2011	22:00	     	SCL 	SANTIAGO                      	    	                              	     	  -  	                    	     	P
TA 023  	I	S	TPU 	TA  	TACA                          	19/04/2011	22:02	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	P
TA 136  	I	S	TPU 	TA  	TACA                          	19/04/2011	22:10	     	    	SAO PAULO                     	    	                              	     	  -  	                    	     	0
CM 489  	I	L	CMP 	CM  	COPA AIRLINES                 	19/04/2011	22:17	     	    	PANAMA                        	    	                              	     	  -  	                    	     	P
KL 3011 	I	L	KLM 	KL  	K.L.M.                        	19/04/2011	22:17	     	    	PANAMA                        	    	                              	     	  -  	                    	     	S
LA 2100 	N	L	LAN 	LA  	LAN                           	19/04/2011	22:25	     	AQP 	AREQUIPA                      	JUL 	JULIACA                       	     	  -  	                    	     	0
AR 1364 	I	L	ARG 	AR  	AEROLINEAS ARGENTINA          	19/04/2011	22:25	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	0
UA 854  	I	L	UAL 	UA  	UNITED AIRLINES               	19/04/2011	22:25	     	    	HOUSTON                       	    	                              	     	  -  	                    	     	
P9 233  	N	L	PAL 	P9  	PERUVIAN AIRLINES             	19/04/2011	22:30	     	AQP 	AREQUIPA                      	    	                              	     	  -  	                    	     	
CO 1875 	I	S	COA 	CO  	CONTINENTAL AIRLINES          	19/04/2011	22:35	     	EWR 	NEWARK                        	    	                              	     	  -  	                    	     	P
TA 093  	I	S	TPU 	TA  	TACA                          	19/04/2011	22:37	     	ANF 	ANTOFAGAST                    	    	                              	     	  -  	                    	     	P
AA 918  	I	S	AAL 	AA  	AMERICAN AIRLINES             	19/04/2011	22:40	     	MIA 	MIAMI                         	    	                              	     	  -  	                    	     	0
2I 3239 	N	L	STP 	2I  	STAR PERU                     	19/04/2011	22:45	     	PCL 	PUCALLPA                      	TPP 	TARAPOTO                      	     	  -  	                    	     	
LA 2428 	I	L	LAN 	LA  	LAN                           	19/04/2011	22:55	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	0
LA 2589 	I	L	LAN 	LA  	LAN                           	19/04/2011	22:55	     	CLO 	CALI                          	UIO 	QUITO                         	     	  -  	                    	     	0
LA 600  	I	L	LAN 	LA  	LAN                           	19/04/2011	22:55	     	SCL 	SANTIAGO                      	    	                              	     	  -  	                    	     	P
LA 2608 	I	L	LAN 	LA  	LAN                           	19/04/2011	22:55	     	    	SAO PAULO                     	    	                              	     	  -  	                    	     	0
LA 2357 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:05	     	PCL 	PUCALLPA                      	    	                              	     	  -  	                    	     	0
DL 151  	I	L	DAL 	DL  	DELTA AIRLINES                	19/04/2011	23:10	     	ATL 	ATLANTA                       	    	                              	     	  -  	                    	     	P
LA 2583 	I	L	LAN 	LA  	LAN                           	19/04/2011	23:10	     	BOG 	BOGOTA                        	    	                              	     	  -  	                    	     	0
LA 2160 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:10	     	TCQ 	TACNA                         	    	                              	     	  -  	                    	     	0
LA 2279 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:15	     	CIX 	CHICLAYO                      	    	                              	     	  -  	                    	     	0
AM 18   	I	L	AMX 	AM  	AEROMEXICO                    	19/04/2011	23:15	     	MEX 	MEXICO                        	    	                              	     	  -  	                    	     	0
LA 2106 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:20	     	AQP 	AREQUIPA                      	    	                              	     	  -  	                    	     	0
LA 2565 	I	L	LAN 	LA  	LAN                           	19/04/2011	23:20	     	CCS 	CARACAS                       	    	                              	     	  -  	                    	     	0
LA 2305 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:20	     	PIU 	PIURA                         	    	                              	     	  -  	                    	     	0
LA 2205 	N	L	LAN 	LA  	LAN                           	19/04/2011	23:20	     	TRU 	TRUJILLO                      	    	                              	     	  -  	                    	     	0
AR 1365 	I	S	ARG 	AR  	AEROLINEAS ARGENTINA          	19/04/2011	23:25	     	    	B.AIRES                       	    	                              	     	  -  	                    	     	0
LA 530  	I	L	LAN 	LA  	LAN                           	19/04/2011	23:35	     	SCL 	SANTIAGO                      	    	                              	     	  -  	                    	     	P
UA 855  	I	S	UAL 	UA  	UNITED AIRLINES               	19/04/2011	23:50	     	    	HOUSTON                       	    	                              	     	  -  	                    	     	
LA 601  	I	L	LAN 	LA  	LAN                           	19/04/2011	23:55	     	LAX 	L.ANGELES                     	    	                              	     	  -  	                    	     	P
LA 2515 	I	L	LAN 	LA  	LAN                           	19/04/2011	23:55	     	MIA 	MIAMI                         	    	                              	     	  -  	                    	     	0
